InstrStartPage.started,InstrStartPage.stopped,participant,designid,prolificid,Gender,Age,date,expName,psychopyVersion,OS,frameRate,ratio_monitor2CRT
9.99999E-05,29.9527,2,2,${e://Field/PROLIFIC_PID,F,18,2023-11-13_22h22.25.090,MouseEye_CC,2023.2.2,MacIntel,60.0024001,1
