InstrStartPage.started,InstrStartPage.stopped,participant,designid,prolificid,Gender,Age,date,expName,psychopyVersion,OS,frameRate,ratio_monitor2CRT,VirtualChinrest.started,VirtualChinrest.stopped,xRes,yRes,viewingdistance_cm,pixeldensity_px2mm,BallPos,squarePos,mm2degree,px2degree,CRT_px2degree,PassVirtualChinrest,foveaRadius_inPixel,InstrRedo.started,InstrRedo.stopped,VirtualChinrest_Redo.started,VirtualChinrest_Redo.stopped,Instruction1.started,Instruction1.stopped,keyPractice.started,keyPractice.stopped,key_keyprac.keys,key_keyprac.corr,key_keyprac.rt,key_keyprac.duration,keyPracFeedback.started,keyPracFeedback.stopped,keyPracLoop.thisRepN,keyPracLoop.thisTrialN,keyPracLoop.thisN,keyPracLoop.thisIndex,keyPracLoop.ran,phase,block,trial,targOrientdeg,targOrient,corrAnswer,Instruction2.started,Instruction2.stopped,Instruction3.started,Instruction3.stopped,fixation.started,fixation.stopped,fixationSize,mouseintial.x,mouseintial.y,mouseintial.leftButton,mouseintial.midButton,mouseintial.rightButton,mouseintial.time,mouseintial.clicked_name,greenFixation.started,greenFixation.stopped,trial.started,trial.stopped,letterSize,apertureSize,searchsize,key_respMain.keys,key_respMain.corr,key_respMain.rt,key_respMain.duration,trialFeedback.started,trialFeedback.stopped,trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,trialsPractice.ran,targetQuad,Tcondition,targcell,tlocx,tlocy,d1x,d1y,d2x,d2y,d3x,d3y,d4x,d4y,d5x,d5y,d6x,d6y,d7x,d7y,d8x,d8y,d9x,d9y,d10x,d10y,d11x,d11y,d1Orient,d2Orient,d3Orient,d4Orient,d5Orient,d6Orient,d7Orient,d8Orient,d9Orient,d10Orient,d11Orient,CheckInstr.started,CheckInstr.stopped,key_checkInstr.keys,key_checkInstr.corr,key_checkInstr.rt,key_checkInstr.duration,CheckInstr_FB.started,CheckInstr_FB.stopped,Instruction_MainExp.started,Instruction_MainExp.stopped,TakeABreak.started,TakeABreak.stopped,key_respBreak.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,configurationNumber,CCCondition,key_respBreak.rt,key_respBreak.duration
0.0005,7.8847,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.178371764,7.8849,105.053,1920,1080,54.15599999999999,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.452964963,32.80178842,27.83653633,Passed,109.8859912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.178371764,,,1920,1080,54.15599999999999,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.452964963,32.80178842,27.83653633,Passed,109.8859912,105.0532,105.0549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,105.055,202.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,202.4143,217.3807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,217.3917,218.5149,a,1,0.6005,,218.515,219.0146,0,0,0,0,1,practice,1,1,0,left,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,219.015,219.9303,a,1,0.3802,,219.9305,220.4303,0,1,1,1,1,practice,1,2,0,left,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,220.4305,221.3334,a,1,0.3968,,221.3335,221.8303,0,2,2,2,1,practice,1,3,0,left,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,221.8305,222.851,s,1,0.4838,,222.851,223.3509,0,3,3,3,1,practice,1,4,180,right,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,223.3511,224.247,s,1,0.3718,,224.247,224.7468,0,4,4,4,1,practice,1,5,180,right,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,224.747,225.7302,a,1,0.458,,225.7302,226.2303,0,5,5,5,1,practice,1,6,0,left,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,,,,,,,226.2309,229.8808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.8809,237.0142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,practice,0,1,0,left,a,,,,,237.0284,238.9475,34.1416225,-3.409118652,2.818206787,1,0,0,1.9189,fixationPoint,238.9475,239.0471,239.0476,243.5688,34.1416225,9754.749285,587.7236444,a,1,4.4988,,243.5688,243.7682,0,0,0,0,1,4,sparse,90,217,-164,68,123,222,26,214,216,-218,159,-120,223,-110,82,-115,-130,-224,-120,-68,-219,79,-175,19,-128,90,270,360,90,270,270,180,90,90,90,270,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,practice,0,2,0,left,a,,,,,243.7685,244.5971,34.1416225,4.772705078,5.545471191,1,0,0,0.8284,fixationPoint,244.5972,244.697,244.697,246.0804,34.1416225,9754.749285,587.7236444,a,1,1.3615,,246.0804,246.2803,0,1,1,1,1,1,rich,39,169,66,-126,125,-169,169,-130,19,-169,-116,-125,-167,-224,-216,218,-129,171,-218,18,-208,166,26,17,170,180,90,360,270,90,90,90,270,180,180,270,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,practice,0,3,0,left,a,,,,,246.2806,246.7803,34.1416225,-7.045471191,-3.545440674,1,0,0,0.4996,fixationPoint,246.7803,246.8681,246.8681,248.8304,34.1416225,9754.749285,587.7236444,a,1,1.9391,,248.8304,249.0303,0,2,2,2,1,2,sparse,22,-162,126,222,26,17,170,126,172,-25,-117,-175,-206,-224,-216,116,-19,130,-174,217,-164,-218,159,-21,162,90,90,180,360,360,270,360,360,360,360,180,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,practice,0,4,180,right,s,,,,,249.0306,249.4647,34.1416225,-2.500061035,-4.454528809,1,0,0,0.4341,fixationPoint,249.4648,249.5647,249.5648,252.4011,34.1416225,9754.749285,587.7236444,s,1,2.8185,,252.4012,252.5971,0,3,3,3,1,4,sparse,76,19,-128,159,121,214,216,219,165,-218,159,-162,126,-219,119,-169,-116,-111,-31,-175,-206,18,-208,81,-114,90,270,180,180,270,180,360,360,360,270,360,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,practice,0,5,180,right,s,,,,,252.5974,276.2973,34.1416225,-1.590942383,-4.454528809,1,0,0,23.6997,fixationPoint,276.2973,276.397,276.397,278.9305,34.1416225,9754.749285,587.7236444,s,1,2.5015,,278.9305,279.1312,0,4,4,4,1,3,sparse,85,-19,-173,219,165,68,123,214,216,-160,68,-64,120,-226,34,162,-21,224,-216,167,-163,-167,-74,-224,-216,360,360,360,90,180,270,90,360,270,270,360,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,practice,0,6,180,right,s,,,,,279.1314,279.6982,34.1416225,-0.68182373,3.727294922,1,0,0,0.5666,fixationPoint,279.6982,279.7971,279.7972,285.6305,34.1416225,9754.749285,587.7236444,s,1,5.8025,,285.6305,285.8312,0,5,5,5,1,3,sparse,95,-21,-224,126,172,219,165,166,26,-166,207,-223,206,-219,119,169,-75,18,-208,224,-216,-72,-121,-115,-130,180,180,360,180,360,180,270,180,90,180,360,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,practice,0,7,0,left,a,,,,,285.8315,286.1974,34.1416225,-4.31829834,4.636383057,1,0,0,0.3658,fixationPoint,286.1975,286.2972,286.2972,288.6473,34.1416225,9754.749285,587.7236444,a,1,2.3192,,288.6473,288.8501,0,6,6,6,1,1,rich,7,62,223,-166,207,-226,34,-162,126,-169,-116,-168,-160,-161,-27,15,-162,162,-21,79,-175,219,165,219,129,180,180,360,180,270,360,180,360,270,180,360,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,practice,0,8,180,right,s,,,,,288.8504,288.9972,34.1416225,-4.31829834,4.636383057,1,0,0,0.1466,fixationPoint,288.9973,289.0973,289.0973,292.497,34.1416225,9754.749285,587.7236444,s,1,3.3772,,292.497,292.6972,0,7,7,7,1,2,sparse,24,-64,120,18,215,126,172,33,121,-206,-170,-64,-162,-218,-78,130,-174,211,-74,168,-130,-164,32,-21,162,90,180,270,360,180,90,180,180,180,360,270,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,practice,0,9,180,right,s,,,,,292.6974,293.0471,34.1416225,-0.68182373,8.272735596,1,0,0,0.3496,fixationPoint,293.0471,293.1471,293.1471,294.2804,34.1416225,9754.749285,587.7236444,a,0,1.1116,,294.2804,298.2804,0,8,8,8,1,3,sparse,85,-19,-173,127,30,62,223,217,67,-110,82,-21,162,-80,218,167,-163,126,-79,130,-174,-125,-167,-68,-219,360,360,360,180,360,360,180,270,90,360,180,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,practice,0,10,180,right,s,,,,,298.2862,298.7805,34.1416225,-3.409118652,-6.272705078,1,0,0,0.4942,fixationPoint,298.7805,298.8804,298.8805,300.9139,34.1416225,9754.749285,587.7236444,s,1,2.002,,300.9139,301.1138,0,9,9,9,1,1,rich,9,160,209,-166,207,-226,34,-120,223,-224,-120,-118,-217,-218,-78,112,-209,126,-113,169,-75,178,160,110,129,180,90,90,270,360,270,360,180,360,180,360,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,practice,0,11,180,right,s,,,,,301.114,301.4815,34.1416225,-3.409118652,-6.272705078,1,0,0,0.3674,fixationPoint,301.4816,301.5804,301.5805,307.348,34.1416225,9754.749285,587.7236444,s,1,5.7502,,307.348,307.5472,0,10,10,10,1,4,sparse,80,218,-129,62,223,159,121,110,129,-218,159,-223,206,-75,173,-169,-116,-118,-217,-125,-167,217,-164,169,-75,360,270,360,180,360,180,180,270,360,180,90,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,practice,0,12,0,left,a,,,,,307.5475,307.8814,34.1416225,-3.409118652,-6.272705078,1,0,0,0.3339,fixationPoint,307.8814,307.9804,307.9805,309.2971,34.1416225,9754.749285,587.7236444,a,1,1.2975,,309.2972,309.4971,0,11,11,11,1,3,sparse,75,-25,-117,110,129,125,63,214,216,-164,32,-27,117,-126,125,171,-218,126,-113,167,-163,-21,-224,-212,-21,270,180,180,360,180,270,360,270,360,180,270,,,,,,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.4981,314.6975,a,1,5.1808,,,,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.6975,318.2645,,,,,,,,,,,,,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.2646,332.0477,,,,,,,,,,,,
