InstrStartPage.started,InstrStartPage.stopped,participant,designid,prolificid,Gender,Age,date,expName,psychopyVersion,OS,frameRate,ratio_monitor2CRT,VirtualChinrest.started,VirtualChinrest.stopped,xRes,yRes,viewingdistance_cm,pixeldensity_px2mm,BallPos,squarePos,mm2degree,px2degree,CRT_px2degree,PassVirtualChinrest,foveaRadius_inPixel,InstrRedo.started,InstrRedo.stopped,VirtualChinrest_Redo.started,VirtualChinrest_Redo.stopped,Instruction1.started,Instruction1.stopped,keyPractice.started,keyPractice.stopped,key_keyprac.keys,key_keyprac.corr,key_keyprac.rt,key_keyprac.duration,keyPracFeedback.started,keyPracFeedback.stopped,keyPracLoop.thisRepN,keyPracLoop.thisTrialN,keyPracLoop.thisN,keyPracLoop.thisIndex,keyPracLoop.ran,phase,block,trial,targOrientdeg,targOrient,corrAnswer,Instruction2.started,Instruction2.stopped,Instruction3.started,Instruction3.stopped,fixation.started,fixation.stopped,fixationSize,mouseintial.x,mouseintial.y,mouseintial.leftButton,mouseintial.midButton,mouseintial.rightButton,mouseintial.time,mouseintial.clicked_name,greenFixation.started,greenFixation.stopped,trial.started,trial.stopped,letterSize,apertureSize,searchsize,key_respMain.keys,key_respMain.corr,key_respMain.rt,key_respMain.duration,trialFeedback.started,trialFeedback.stopped,trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,trialsPractice.ran,targetQuad,Tcondition,targcell,tlocx,tlocy,d1x,d1y,d2x,d2y,d3x,d3y,d4x,d4y,d5x,d5y,d6x,d6y,d7x,d7y,d8x,d8y,d9x,d9y,d10x,d10y,d11x,d11y,d1Orient,d2Orient,d3Orient,d4Orient,d5Orient,d6Orient,d7Orient,d8Orient,d9Orient,d10Orient,d11Orient,CheckInstr.started,CheckInstr.stopped,key_checkInstr.keys,key_checkInstr.corr,key_checkInstr.rt,key_checkInstr.duration,CheckInstr_FB.started,CheckInstr_FB.stopped,Instruction_MainExp.started,Instruction_MainExp.stopped,TakeABreak.started,TakeABreak.stopped,key_respBreak.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,configurationNumber,CCCondition,key_respBreak.rt,key_respBreak.duration
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,2,5,180,right,s,,,,,388.8644,389.1316,34.1416225,2.954528809,-2.636352539,1,0,0,0.2672,fixationPoint,389.1316,389.2306,389.2307,393.8974,34.1416225,9754.749285,587.7236444,s,1,4.6396,,393.8974,394.0973,,,,,,,,63,-124,-64,210,221,65,80,218,74,-80,79,-212,70,-216,126,163,-175,26,-20,64,-80,-28,-70,-64,-164,360,180,360,360,360,180,90,90,270,180,270,,,,,,,,,,,394.0973,394.0975,,0,20,20,20,1,10,novel,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,2,6,0,left,a,,,,,394.0977,394.5021,34.1416225,2.954528809,-2.636352539,1,0,0,0.4043,fixationPoint,394.5021,394.5973,394.5973,397.4517,34.1416225,9754.749285,587.7236444,a,1,2.8327,,397.4518,397.6473,,,,,,,,68,114,-68,113,168,218,74,167,215,-116,66,-65,115,-124,118,-114,-214,-29,-210,-124,-64,171,-24,125,-215,270,360,90,360,90,90,180,270,180,270,360,,,,,,,,,,,397.6474,397.6475,,0,21,21,21,1,11,novel,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,2,7,180,right,s,,,,,397.6477,398.014,34.1416225,2.954528809,-2.636352539,1,0,0,0.3663,fixationPoint,398.014,398.1141,398.1142,415.4142,34.1416225,9754.749285,587.7236444,s,1,17.2681,,415.4142,415.6141,,,,,,,,78,120,-120,72,114,79,165,172,76,-68,21,-212,70,-116,214,-69,-24,-168,-124,-163,-69,174,-216,69,-213,180,360,90,90,90,360,270,360,360,360,90,,,,,,,,,,,415.6142,415.6143,,0,22,22,22,1,7,repeated,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,2,8,0,left,a,,,,,415.6146,416.9153,34.1416225,-6.136474609,0.090911865,1,0,0,1.3006,fixationPoint,416.9153,417.0149,417.015,428.3643,34.1416225,9754.749285,587.7236444,a,1,11.3287,,428.3643,428.5652,,,,,,,,38,121,68,-75,222,-28,32,-171,68,-215,-162,-215,-64,-216,-128,21,-72,24,-166,210,-74,79,165,172,166,360,90,90,360,180,180,270,360,360,270,360,,,,,,,,,,,428.5653,428.5654,,0,23,23,23,1,2,repeated,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,2,9,0,left,a,,,,,428.5657,436.5899,34.1416225,1.136352539,-10.81817627,1,0,0,8.0241,fixationPoint,436.5899,436.6808,436.6809,441.5641,34.1416225,9754.749285,587.7236444,a,1,4.8578,,441.5642,441.7641,,,,,,,,33,-116,66,164,29,172,166,172,76,-123,-161,-163,-69,-21,-172,120,-120,162,-65,210,-74,-166,163,-75,222,360,360,360,360,90,90,270,270,180,360,90,,,,,,,,,,,441.7641,441.7643,,0,24,24,24,1,3,repeated,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,2,10,180,right,s,,,,,441.7646,442.1642,34.1416225,-10.68182373,5.545471191,1,0,0,0.3994,fixationPoint,442.1642,442.2641,442.2642,444.9855,34.1416225,9754.749285,587.7236444,s,1,2.7007,,444.9856,445.1892,,,,,,,,30,220,121,-211,161,-116,214,-209,25,-69,-24,-124,-64,-163,-69,171,-24,210,-74,125,-215,22,28,172,166,360,360,90,270,270,270,90,180,360,90,90,,,,,,,,,,,445.1892,445.1893,,0,25,25,25,1,14,novel,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,2,11,180,right,s,,,,,445.1897,445.4488,34.1416225,-3.409118652,1.909118652,1,0,0,0.2591,fixationPoint,445.4488,445.5474,445.5474,446.5497,34.1416225,9754.749285,587.7236444,s,1,0.9836,,446.5497,446.7475,,,,,,,,52,-163,-20,27,67,215,164,164,29,-160,124,-212,70,-171,68,169,-117,80,-115,116,-167,-163,-69,-216,-128,180,90,90,180,90,270,270,180,360,360,360,,,,,,,,,,,446.7475,446.7477,,0,26,26,26,1,5,repeated,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,2,12,180,right,s,,,,,446.748,446.8651,34.1416225,-3.409118652,1.909118652,1,0,0,0.117,fixationPoint,446.8652,446.9651,446.9652,449.1195,34.1416225,9754.749285,587.7236444,s,1,2.1379,,449.1195,449.3141,,,,,,,,59,171,-24,164,29,218,74,113,168,-212,70,-65,115,-124,163,-28,-70,-224,-25,-23,-24,67,-164,69,-213,180,270,360,270,90,180,360,360,270,180,90,,,,,,,,,,,449.3141,449.3142,,0,27,27,27,1,12,novel,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,2,13,180,right,s,,,,,449.3144,449.4141,34.1416225,-3.409118652,1.909118652,1,0,0,0.0997,fixationPoint,449.4142,449.5142,449.5143,453.9644,34.1416225,9754.749285,587.7236444,s,1,4.4169,,453.9645,454.1649,,,,,,,,18,113,168,-73,160,-116,66,-124,163,-120,-32,-114,-214,-32,-121,24,-166,169,-117,211,-128,164,29,17,212,360,360,360,360,270,270,180,270,180,180,180,,,,,,,,,,,454.1649,454.1649,,0,28,28,28,1,1,repeated,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,2,14,180,right,s,,,,,454.1652,454.4142,34.1416225,-3.409118652,1.909118652,1,0,0,0.2489,fixationPoint,454.4143,454.5142,454.5142,457.2975,34.1416225,9754.749285,587.7236444,s,1,2.7557,,457.2976,457.4974,,,,,,,,69,162,-65,218,74,172,76,121,68,-160,124,-124,118,-209,25,-28,-70,-120,-32,-123,-161,114,-68,67,-164,180,360,90,90,270,180,90,270,360,90,270,,,,,,,,,,,457.4976,457.4976,,0,29,29,29,1,8,repeated,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,2,15,180,right,s,,,,,457.4978,457.8196,34.1416225,-3.409118652,1.909118652,1,0,0,0.3217,fixationPoint,457.8197,457.9142,457.9142,462.9309,34.1416225,9754.749285,587.7236444,s,1,4.9848,,462.931,463.1309,,,,,,,,32,-171,68,215,164,79,165,172,166,-70,-73,-32,-121,-29,-210,169,-117,125,-215,78,-16,-166,163,-75,222,360,270,360,270,90,270,180,180,270,90,180,,,,,,,,,,,463.1309,463.131,,0,30,30,30,1,16,novel,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,2,16,0,left,a,,,,,463.1313,463.286,34.1416225,-3.409118652,1.909118652,1,0,0,0.1546,fixationPoint,463.2861,463.3858,463.3859,469.6308,34.1416225,9754.749285,587.7236444,a,1,6.2214,,469.6308,469.844,,,,,,,,49,164,29,-171,68,-75,222,-124,118,-224,-25,-28,-70,-76,-116,78,-16,174,-216,163,-175,68,212,16,173,270,90,180,270,180,360,90,180,90,180,360,,,,,,,,,,,469.844,749.4827,space,0,31,31,31,1,13,novel,279.6308,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,3,1,180,right,s,,,,,749.4907,750.8314,34.1416225,5.68170166,1.909118652,1,0,0,1.3405,fixationPoint,750.8314,750.9354,750.9355,763.5521,34.1416225,9754.749285,587.7236444,s,1,12.5997,,763.5521,763.7482,,,,,,,,38,121,68,-75,222,-28,32,-171,68,-215,-162,-215,-64,-216,-128,21,-72,24,-166,210,-74,79,165,172,166,90,360,360,180,360,90,90,90,90,180,90,,,,,,,,,,,763.7483,763.7492,,0,32,32,32,1,2,repeated,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,3,2,180,right,s,,,,,763.7494,766.7982,34.1416225,-4.31829834,1.000030518,1,0,0,3.0487,fixationPoint,766.7982,766.8867,766.8867,785.1702,34.1416225,9754.749285,587.7236444,s,1,18.2675,,785.1702,785.3692,,,,,,,,49,164,29,-18,114,-116,66,-80,79,-64,-164,-69,-24,-114,-214,211,-128,64,-80,171,-24,114,208,113,168,90,180,90,90,270,180,90,90,270,360,360,,,,,,,,,,,785.3692,785.3693,,0,33,33,33,1,13,novel,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,3,3,0,left,a,,,,,785.3695,801.3149,34.1416225,242.0454102,121.9091187,1,0,0,13.4618,fixationPoint,801.315,801.4149,801.4149,803.6315,34.1416225,9754.749285,587.7236444,a,1,2.1905,,803.6315,803.8316,,,,,,,,30,220,121,-28,32,-212,70,-116,214,-168,-124,-70,-73,-163,-20,26,-209,211,-128,116,-167,65,80,215,164,270,270,90,180,360,270,360,180,270,90,360,,,,,,,,,,,803.8316,803.8317,,0,34,34,34,1,14,novel,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,3,4,0,left,a,,,,,803.8321,868.7984,34.1416225,281.1363525,30.09091187,1,0,0,63.8996,fixationPoint,868.7984,868.9033,868.9033,870.8651,34.1416225,9754.749285,587.7236444,a,1,1.9362,,870.8651,871.07,,,,,,,,42,-169,16,72,114,113,168,27,67,-215,-64,-216,-220,-215,-162,214,-28,114,-68,116,-167,-116,66,-124,118,360,270,270,270,180,360,360,360,90,360,270,,,,,,,,,,,871.07,871.0701,,0,35,35,35,1,4,repeated,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,3,5,180,right,s,,,,,871.0703,872.1484,34.1416225,8.409057617,2.818206787,1,0,0,1.078,fixationPoint,872.1484,872.237,872.2371,873.3817,34.1416225,9754.749285,587.7236444,a,0,1.1168,,873.3818,877.3864,,,,,,,,69,162,-65,218,74,172,76,121,68,-160,124,-124,118,-209,25,-28,-70,-120,-32,-123,-161,114,-68,67,-164,360,270,360,270,270,270,270,180,180,180,270,,,,,,,,,,,877.3864,877.3929,,0,36,36,36,1,8,repeated,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,3,6,180,right,s,,,,,877.3931,877.815,34.1416225,2.954528809,2.818206787,1,0,0,0.4219,fixationPoint,877.815,877.9214,877.9214,881.0204,34.1416225,9754.749285,587.7236444,s,1,3.0835,,881.0204,881.219,,,,,,,,63,-124,-64,218,74,215,164,172,76,-216,217,-171,68,-216,126,162,-65,69,-213,174,-216,-215,-162,-69,-24,270,180,90,270,360,90,90,180,270,90,270,,,,,,,,,,,881.219,881.2192,,0,37,37,37,1,10,novel,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,3,7,180,right,s,,,,,881.2193,882.0867,34.1416225,-0.68182373,3.727294922,1,0,0,0.8673,fixationPoint,882.0868,882.1868,882.1868,883.6535,34.1416225,9754.749285,587.7236444,s,1,1.4504,,883.6536,883.8483,,,,,,,,23,-124,118,68,212,220,121,16,173,-216,-128,-69,-24,-70,-73,21,-72,67,-164,80,-115,-116,27,-211,161,270,180,90,360,360,180,180,90,360,270,180,,,,,,,,,,,883.8484,883.8485,,0,38,38,38,1,15,novel,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,3,8,0,left,a,,,,,883.8488,884.3151,34.1416225,10.22723389,5.545471191,1,0,0,0.4662,fixationPoint,884.3151,884.4151,884.4151,886.3817,34.1416225,9754.749285,587.7236444,a,1,1.9313,,886.3817,886.57,,,,,,,,59,171,-24,164,29,218,74,65,80,-116,66,-216,217,-124,118,-114,-214,-28,-70,-64,-164,174,-216,214,-28,360,270,270,360,90,360,270,90,270,360,270,,,,,,,,,,,886.57,886.57,,0,39,39,39,1,12,novel,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,3,9,180,right,s,,,,,886.5703,886.9653,34.1416225,10.22723389,8.272735596,1,0,0,0.3949,fixationPoint,886.9653,887.0698,887.0699,890.2985,34.1416225,9754.749285,587.7236444,s,1,3.2092,,890.2985,890.4865,,,,,,,,18,113,168,-73,160,-116,66,-124,163,-120,-32,-114,-214,-32,-121,24,-166,169,-117,211,-128,164,29,17,212,180,270,360,360,270,90,180,360,180,270,180,,,,,,,,,,,890.4866,890.4867,,0,40,40,40,1,1,repeated,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,3,10,0,left,a,,,,,890.4868,890.8651,34.1416225,0.227233887,7.363647461,1,0,0,0.3782,fixationPoint,890.8651,890.9702,890.9702,892.0203,34.1416225,9754.749285,587.7236444,a,1,1.0336,,892.0203,892.215,,,,,,,,33,-116,66,164,29,172,166,172,76,-123,-161,-163,-69,-21,-172,120,-120,162,-65,210,-74,-166,163,-75,222,180,90,270,90,270,360,360,180,90,90,90,,,,,,,,,,,892.215,892.2151,,0,41,41,41,1,3,repeated,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,3,11,0,left,a,,,,,892.2154,892.6704,34.1416225,1.136352539,4.636383057,1,0,0,0.455,fixationPoint,892.6705,892.7651,892.7652,894.0486,34.1416225,9754.749285,587.7236444,a,1,1.2531,,894.0486,894.2484,,,,,,,,68,114,-68,172,76,22,114,164,29,-32,76,-32,222,-80,79,-23,-24,-76,-116,-121,-128,125,-215,163,-175,270,90,270,90,360,90,180,270,180,180,270,,,,,,,,,,,894.2485,894.2486,,0,42,42,42,1,11,novel,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,3,12,0,left,a,,,,,894.2489,894.5317,34.1416225,1.136352539,4.636383057,1,0,0,0.2826,fixationPoint,894.5318,894.6389,894.639,895.5151,34.1416225,9754.749285,587.7236444,a,1,0.851,,895.5151,895.7151,,,,,,,,52,-163,-20,27,67,215,164,164,29,-160,124,-212,70,-171,68,169,-117,80,-115,116,-167,-163,-69,-216,-128,360,270,270,270,270,180,90,180,180,360,180,,,,,,,,,,,895.7152,895.7153,,0,43,43,43,1,5,repeated,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,3,13,0,left,a,,,,,895.7154,895.8862,34.1416225,1.136352539,4.636383057,1,0,0,0.1707,fixationPoint,895.8862,895.9817,895.9818,898.5485,34.1416225,9754.749285,587.7236444,a,1,2.5406,,898.5486,898.7369,,,,,,,,71,-216,-128,164,29,22,28,16,173,-73,160,-169,16,-160,124,214,-28,174,-216,219,-168,-161,-171,-69,-24,180,90,360,360,270,90,90,360,180,360,270,,,,,,,,,,,898.737,898.737,,0,44,44,44,1,6,repeated,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,3,14,180,right,s,,,,,898.7373,899.2484,34.1416225,11.13635254,-6.272705078,1,0,0,0.511,fixationPoint,899.2484,899.3537,899.3537,903.0651,34.1416225,9754.749285,587.7236444,s,1,3.6939,,903.0651,903.2696,,,,,,,,78,120,-120,72,114,79,165,172,76,-68,21,-212,70,-116,214,-69,-24,-168,-124,-163,-69,174,-216,69,-213,90,270,360,180,270,360,180,180,360,270,180,,,,,,,,,,,903.2696,903.2696,,0,45,45,45,1,7,repeated,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,3,15,0,left,a,,,,,903.27,903.5318,34.1416225,-4.31829834,-4.454528809,1,0,0,0.2617,fixationPoint,903.5318,903.636,903.636,907.1485,34.1416225,9754.749285,587.7236444,a,1,3.4903,,907.1485,907.3487,,,,,,,,83,-123,-161,127,120,76,31,17,212,-166,163,-32,222,-212,70,169,-117,210,-74,80,-115,-215,-64,-120,-32,270,360,180,360,360,180,360,360,270,180,180,,,,,,,,,,,907.3487,907.3489,,0,46,46,46,1,9,novel,,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,3,16,180,right,s,,,,,907.3492,928.4152,34.1416225,1.136352539,-4.454528809,1,0,0,21.0659,fixationPoint,928.4152,928.5197,928.5197,931.3652,34.1416225,9754.749285,587.7236444,s,1,2.8233,,931.3652,931.5537,,,,,,,,32,-171,68,218,74,172,76,215,164,-163,-20,-21,-172,-120,-32,169,-117,128,-25,67,-164,-209,25,-160,124,180,90,180,270,90,270,360,90,180,360,180,,,,,,,,,,,931.5537,980.2988,space,0,47,47,47,1,16,novel,48.7182,
,,4,12,${e://Field/PROLIFIC_PID,M,21,2023-11-03_24h43.34.559,MouseEye_CC,2023.2.2,Win32,59.95922773,1.219343661,,,1920,1080,56.039,3.47,"134, 157.55, 138.28, 150.8, 136.03, 130.25, 132.66",589.51,9.781643835,33.94230411,27.83653633,Passed,113.7067188,,,,,,,,,,,,,,,,,,,,training,4,1,0,left,a,,,,,980.3044,982.882,34.1416225,-0.68182373,3.727294922,1,0,0,2.5775,fixationPoint,982.8821,982.9819,982.9819,985.7153,34.1416225,9754.749285,587.7236444,s,0,2.7016,,985.7154,989.8557,,,,,,,,18,113,168,-73,160,-116,66,-124,163,-120,-32,-114,-214,-32,-121,24,-166,169,-117,211,-128,164,29,17,212,180,180,360,360,180,90,270,180,360,360,360,,,,,,,,,,,989.8557,989.8564,,0,48,48,48,1,1,repeated,,
