InstrStartPage.started,participant,designid,prolificid,Gender,Age,date,expName,psychopyVersion,OS,frameRate,ratio_monitor2CRT
1E-04,999,12,xxx,F,18,2023-11-01_14h39.07.747,MouseEye_CC,2023.2.2,MacIntel,60.0024001,1
