InstrStartPage.started,participant,designid,prolificid,Gender,Age,date,expName,psychopyVersion,OS,frameRate,ratio_monitor2CRT
0,999,12,xxx,F,18,2023-10-23_15h58.50.188,MouseEye_CC,2023.2.2,MacIntel,59.73715651,1
