InstrStartPage.started,InstrStartPage.stopped,participant,designid,prolificid,Gender,Age,date,expName,psychopyVersion,OS,frameRate,ratio_monitor2CRT
0.0001,6.6305,0,7,${e://Field/PROLIFIC_PID,F,18,2023-11-13_22h12.32.887,MouseEye_CC,2023.2.2,MacIntel,60.0024001,1
