thisRow.t,notes,InstrStartPage.started,InstrStartPage.stopped,VirtualChinrest.started,participant,designid,prolificid,Gender,Age,date,expName,psychopyVersion,frameRate,ratio_monitor2CRT,expStart,
,,0.040574541984824464,3.6482046250021085,3.6482235839939676,,,,,,,,,,,,
