thisRow.t,notes,InstrStartPage.started,InstrStartPage.stopped,VirtualChinrest.started,participant,designid,prolificid,Gender,Age,date,expName,psychopyVersion,frameRate,ratio_monitor2CRT,expStart,
,,0.024730542005272582,12.419528958998853,12.419548999983817,,,,,,,,,,,,
