InstrStartPage.started,InstrStartPage.stopped,participant,designid,prolificid,Gender,Age,date,expName,psychopyVersion,OS,frameRate,ratio_monitor2CRT
0.0007,905406.0812,1,6,${e://Field/PROLIFIC_PID,F,18,2023-11-02_08h19.50.720,MouseEye_CC,2023.2.2,Win32,60.40471157,1
